Date,Price
2022-11-07 00:00:00+00:00,138.9199981689453
2022-11-08 00:00:00+00:00,139.5
2022-11-09 00:00:00+00:00,134.8699951171875
2022-11-10 00:00:00+00:00,146.8699951171875
2022-11-11 00:00:00+00:00,149.6999969482422
2022-11-14 00:00:00+00:00,148.27999877929688
2022-11-15 00:00:00+00:00,150.0399932861328
2022-11-16 00:00:00+00:00,148.7899932861328
2022-11-17 00:00:00+00:00,150.72000122070312
2022-11-18 00:00:00+00:00,151.2899932861328
2022-11-21 00:00:00+00:00,148.00999450683594
2022-11-22 00:00:00+00:00,150.17999267578125
2022-11-23 00:00:00+00:00,151.07000732421875
2022-11-25 00:00:00+00:00,148.11000061035156
2022-11-28 00:00:00+00:00,144.22000122070312
2022-11-29 00:00:00+00:00,141.1699981689453
2022-11-30 00:00:00+00:00,148.02999877929688
2022-12-01 00:00:00+00:00,148.30999755859375
2022-12-02 00:00:00+00:00,147.80999755859375
2022-12-05 00:00:00+00:00,146.6300048828125
2022-12-06 00:00:00+00:00,142.91000366210938
2022-12-07 00:00:00+00:00,140.94000244140625
2022-12-08 00:00:00+00:00,142.64999389648438
2022-12-09 00:00:00+00:00,142.16000366210938
2022-12-12 00:00:00+00:00,144.49000549316406
2022-12-13 00:00:00+00:00,145.47000122070312
2022-12-14 00:00:00+00:00,143.2100067138672
2022-12-15 00:00:00+00:00,136.5
2022-12-16 00:00:00+00:00,134.50999450683594
2022-12-19 00:00:00+00:00,132.3699951171875
2022-12-20 00:00:00+00:00,132.3000030517578
2022-12-21 00:00:00+00:00,135.4499969482422
2022-12-22 00:00:00+00:00,132.22999572753906
2022-12-23 00:00:00+00:00,131.86000061035156
2022-12-27 00:00:00+00:00,130.02999877929688
2022-12-28 00:00:00+00:00,126.04000091552734
2022-12-29 00:00:00+00:00,129.61000061035156
2022-12-30 00:00:00+00:00,129.92999267578125
2023-01-03 00:00:00+00:00,125.06999969482422
2023-01-04 00:00:00+00:00,126.36000061035156
2023-01-05 00:00:00+00:00,125.0199966430664
2023-01-06 00:00:00+00:00,129.6199951171875
2023-01-09 00:00:00+00:00,130.14999389648438
2023-01-10 00:00:00+00:00,130.72999572753906
2023-01-11 00:00:00+00:00,133.49000549316406
2023-01-12 00:00:00+00:00,133.41000366210938
2023-01-13 00:00:00+00:00,134.75999450683594
2023-01-17 00:00:00+00:00,135.94000244140625
2023-01-18 00:00:00+00:00,135.2100067138672
2023-01-19 00:00:00+00:00,135.27000427246094
2023-01-20 00:00:00+00:00,137.8699951171875
2023-01-23 00:00:00+00:00,141.11000061035156
2023-01-24 00:00:00+00:00,142.52999877929688
2023-01-25 00:00:00+00:00,141.86000061035156
2023-01-26 00:00:00+00:00,143.9600067138672
2023-01-27 00:00:00+00:00,145.92999267578125
2023-01-30 00:00:00+00:00,143.0
2023-01-31 00:00:00+00:00,144.2899932861328
2023-02-01 00:00:00+00:00,145.42999267578125
2023-02-02 00:00:00+00:00,150.82000732421875
2023-02-03 00:00:00+00:00,154.5
2023-02-06 00:00:00+00:00,151.72999572753906
2023-02-07 00:00:00+00:00,154.64999389648438
2023-02-08 00:00:00+00:00,151.9199981689453
2023-02-09 00:00:00+00:00,150.8699951171875
2023-02-10 00:00:00+00:00,151.00999450683594
2023-02-13 00:00:00+00:00,153.85000610351562
2023-02-14 00:00:00+00:00,153.1999969482422
2023-02-15 00:00:00+00:00,155.3300018310547
2023-02-16 00:00:00+00:00,153.7100067138672
2023-02-17 00:00:00+00:00,152.5500030517578
2023-02-21 00:00:00+00:00,148.47999572753906
